state,township,name,contact,street,Category
Yangon Region,Dagon,Thapyay, 095405939,"Rm 20, Shwe Dagon Pagoda (North Entrance),",Garden
Yangon Region,Bahan,Lady Rose," 0973204762, 092024155","61,New University Avenue Rd.,Saya San Ward",Garden
Yangon Region,Bahan,Sandy's Floral Service & Gift Centre, 01500142,"102/A, Dhama Zedi Rd., Near Wizaya Traffic Light, Shwe Gon Daing (West) Ward,",Garden
Yangon Region,Pabedan,Sabei Phyu," 01700829, 09252566711","382, Bo Soon Pat St.,",Garden
Yangon Region,Lanmadaw,She's Elegant," 0931689688, 0936173228, 0931280071","71, Lan Thit St., Lower Block,",Garden
Yangon Region,Thingangyun,Vase [G & A Pro-Audio],,"1st Flr,Waiza Yan Tar Rd.",Garden
Yangon Region,Dagon,Sandy's Floral Service & Gift Centre," 01211888 Ext.1216, 01211966 Ext.1216","350, Rm 3, Ahlone Rd., Corner of Pyay Rd.,Summit Parkview Hotel, Pyay (East) Ward,",Garden
Yangon Region,Lanmadaw,90 Minutes, 0973029972,"96, 3rd Flr, 11th St.,",Media
Yangon Region,Bahan,8-days," 0973080816, 018603758, 0973080815, 0973080814","Bldg D, Rm 606, 6th Flr, Pearl Condo,",Media
Yangon Region,Kyauktada,365 Sport News," 01398305, 01382816","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Kyauktada,"24/7 News Journal, Football Kicker, Nyein Education Journal"," 01256621, 01501006","167/173, Rm B/2, 2nd Flr, Seikkanthar St., Upper Middle Block,",Media
Yangon Region,Kamayut,"7 Days News, Internet [Information Matrix Co.,Ltd.]"," 01512887, 01513515~9","Bldg E, 1st Flr, Pyay Rd., Diamond Condo,",Media
Yangon Region,Lanmadaw,9 Plus, 0973029972,"96, 2nd Flr, 11th St., Upper Block,",Media
Yangon Region,Botahtaung,The Farmer," 09420070505, 09420070506","58, 46th St.,",Media
Yangon Region,Pazundaung,Bullet," 018610763, 09457194793","10/12, 4th Flr, Thazin St.,",Media
Yangon Region,Kamayut,Automobile Weekly Car Journal [Genio Media & Advertising]," 012304319, 01537406, 095026634, 0973004373","23/A, Aung Myay Thar Si St., Aung Myaytharsi Housing (East), Ward (1),",Media
Yangon Region,Lanmadaw,Auto World [Advanced Media Group]," 012301124, 012301125, 09451217777","88, Shwe Taung Dan St., Middle Block,",Media
Yangon Region,Kyauktada,"Ah Kyoe Saung,The Power International News"," 01375537, 01372787, 0931433623","177/179, Rm 202, 3rd Flr, 34th St., Upper Block,",Media
Yangon Region,Mayangone,Ayeyarwady, 01522668,"Bldg A,Rm 523/524,4th Flr,Baho Rd.,Muditar Condo",Media
Yangon Region,Lanmadaw,Auto Car, 012303074,"93, 4th Flr, 11th St., Middle Block,",Media
Yangon Region,Bahan,Best Players," 01554474, 01548042","88/B, Kaba Aye Pagoda Rd., Saya San Ward,",Media
Yangon Region,South Okkalapa ,Advertisements Journal [Myanmar Image Media Group]," 0949224977, 0973222282, 0973249399","158/2,Rm 4,Myin Thar 10th St.,Thiri Yadanar Housing,Ward (14)",Media
Yangon Region,Tarmwe,Advertising World Media," 01554703, 095157337, 09425324563","29,Pon Nya Wuttana St.,Nat Chaung Ward",Media
Yangon Region,Botahtaung,Digital Life," 01392669, 0973186027","157, 2nd Flr, 47th St., Upper Block,",Media
Yangon Region,Kyauktada,Dana Theiddhi," 01398305, 01382816","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Kyauktada,Computer Journal [Myanmar Heritage Publishing]," 01243893, 01398140, 09420173947","185/195, Rm 11/A, 11th Flr, Pansoedan St., Pansoedan Office Tower,",Media
Yangon Region,Hlaing,Chin World Media Group, 0933497034,"Bldg 20/B, 1st Flr, Shan Su 2nd St., Near Thukha Bus Stop, Ward (9),",Media
Yangon Region,Hlaing,Chin World Media [CW], 09420013048,"Bldg 3,Rm 6,2nd Flr,Melzi Gone St.,Ward (7)",Media
Yangon Region,Pabedan,Commerce," 01252017, 0973053531, 01371023","38, 30th St., Lower Middle Block,",Media
Yangon Region,Hlaing,Cherry Foundation [Federal]," 09420222050, 0943094007, 0943094087","60, Rm 8, 4th Flr, Yangon-Insein Rd., Ward (9),",Media
Yangon Region,Bahan,Dana Pyoe Khin," 018603862~3, 01554687 Ext.107","4th Flr,Saya San Rd.,Co-operative Business Centre",Media
Yangon Region,Kamayut,Future Journal," 0943185295, 09264476886","Rm 806, 8th Flr, Bayint Naung Rd., Bayint Naung Tower 1/B,",Media
Yangon Region,Bahan,Fighter," 01554474, 01548042","90/C, Kaba Aye Pagoda Rd., Near Kokine Bus Stop, Saya San Ward,",Media
Yangon Region,Bahan,First Choice," 01554474, 01548042","88/B,Kaba Aye Pagoda Rd.,Saya San Ward",Media
Yangon Region,Kyauktada,Four Four Two," 01398305, 01382816","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Kyauktada,Essential Day [Z & T Media Group]," 09420187281, 0973142970","267, 2nd Flr, 40th St., Upper Block,",Media
Yangon Region,Dagon,Favourite News," 095193550, 09793949130, 09253325665","Yaw Min Gyi St., The York Centre,",Media
Yangon Region,Kyauktada,Forever," 01379236, 0943083990","138, 2nd Flr, 37th St., Upper Middle Block,",Media
Yangon Region,Tarmwe,D-Wave," 01559993, 01543917","361, Banyar Dala Rd., Pearl Thiri Building, Nat Mauk Ward,",Media
Yangon Region,Kamayut,"Channal Weekly Sports Journal, Inside Weekly Sports Journal [Genio Media & Advertising]"," 01537406, 095026634, 0973124373, 0973004373","23/A, Aung Myay Thar Si St., Aung Myaytharsi Housing (East), Ward (1),",Media
Yangon Region,Lanmadaw,Euro Sport," 01222313, 0973029972","96, 3rd Flr, 11th St., Upper Block,",Media
Yangon Region,Botahtaung,Doh Kyae Ywar," 01201936, 01371342","228, 2nd Flr, Thein Phyu Rd., Upper Middle Block,",Media
Yangon Region,Pazundaung,Education Digest Journal," 01295758, 019010322","82, 49th St., Upper Middle Block,",Media
Yangon Region,Sanchaung,"Hello [Golden Alliance Co.,Ltd.]"," 01525303, 01505732, 01537006","24, 6th Flr, Mingalar St., Sanchaung (North) Ward,",Media
Yangon Region,Pazundaung,Health Digest Journal," 01293739, 01290370","81,49th St.,Upper Middle Block",Media
Yangon Region,Sanchaung,Health Update," 0931448490, 0973105206, 09420184576","18, 1st Flr, San Chaung St., Sanchaung (North) Ward,",Media
Yangon Region,Pazundaung,Health & Beauty Guide [Cherry Media],,"84,2nd Flr,49th St.,Middle Block",Media
Yangon Region,Kyauktada,Happy Time [Quality Publishing House]," 01383664, 01386833","508/512, Rm 2/B, 2nd Flr, Merchant Rd.,",Media
Yangon Region,Kyauktada,"Good Health, Pyi Myanmar, it times[Swe Sone Media Group]"," 01385293, 01392739, 01381979, 0973039194","79/81,Rm 104,1st Flr,Anawrahta Rd.,Central Tower",Media
Yangon Region,Sanchaung,Golden Phoenix," 095082529, 09450045857, 012304556","46/D, Khay Mar St., Thiri Khaymar Ward,",Media
Yangon Region,Kamayut,Gandawin," 01537016, 01505540, 095122981","77, Hledan Rd., Ward (8),",Media
Yangon Region,Hlaing,"Golden Hexagon Co.,Ltd."," 01514591, 01538027, 012304318","646, Hlaing Sabei St., Hlaing Yadanar Mon Housing,",Media
Yangon Region,Hlaing,Golden Hexagon Media Group[Golden Hexagon Group of Companies]," 01538027, 01514591, 01514884, 012304318","646, 4th Flr, Yangon-Insein Rd., Corner of Hlaing Sabei St.,Hlaing Sabei Yeikmon, Ward (12),",Media
Yangon Region,Pazundaung,HR Journal [7HR Business Group]," 01298965, 09777911406, 0973121754","194/196, 2nd Flr, Maha Bandoola Rd.,",Media
Yangon Region,Thingangyun,i-Car, 09421011254,"168/A, San Pya 9th St., Sanpya Ward,",Media
Yangon Region,Kyauktada,Home & Services," 095175966, 01706479, 0973006683, 0973244175","246, Rm 407/B, 7th Flr, Pansoedan St., Upper Block,",Media
Yangon Region,Botahtaung,i-Car Journal,,"22,62th St.",Media
Yangon Region,Kyauktada,Hmu Khin Thatin," 01245360, 01379528","147, G Flr, 37th St., Upper Middle Block,",Media
Yangon Region,Pazundaung,"HR Management & Training Journal, Play Maker, Hat Trick"," 01298965, 0973121754, 0973161721","194/196, 2nd Flr, Maha Bandoola Rd.,",Media
Yangon Region,Pazundaung,High Speed Weekly," 019010651, 09250367624","201, 1st Flr, Botahtaung Pagoda St., Upper Middle Block,",Media
Yangon Region,Bahan,Highlights," 01554474, 01548042","88/B, Kaba Aye Pagoda Rd., Saya San Ward,",Media
Yangon Region,Kyauktada,Hmu Khin & Compound News Journal," 09250360145, 01385369, 0949294218","97, 39th St., Lower Middle Block,",Media
Yangon Region,Dagon Seikkan,Hmu Khin Shu Htaunt, 09420041293,"Pandita St., Ward (87),",Media
Yangon Region,Kyauktada,Itizen [Clever Media]," 01240228, 095180129","178, 2nd Flr, 33rd St.,",Media
Yangon Region,Sanchaung,"Job Seekers [Mirac Co.,Ltd.]"," 01510313, 01518353, 09258133794","144, San Chaung St., Shin Saw Pu Ward,",Media
Yangon Region,Kyauktada,Kant Kaw Lwin," 09250360145, 01385369","97, 39th St., Lower Middle Block,",Media
Yangon Region,Pazundaung,International News Journal, 01297330,"77, 52nd St., Upper Middle Block,",Media
Yangon Region,Kyauktada,Kanaung," 01250651, 01377318","225/227,1st Flr,36th St.,Upper Block",Media
Yangon Region,Dagon,Info Digest," 09975556048, 09421122722","Rm 4019, 3rd Flr, Taw Win Centre",Media
Yangon Region,Kamayut,"Information Matrix Co.,Ltd."," 01512887, 01513515, 01513516~19, 01513519","Bldg E, 1st Flr, Pyay Rd., Diamond Condo,",Media
Yangon Region,Kyeemyin Daing,"Khattiya Institute of Technical Services Co.,Ltd. [KITS]"," 01508085, 01224052","Bldg 3, Rm 21, 2nd Flr, Pan Hlaing St., Pan Hlaing Housing,",Media
Yangon Region,Kyauktada,International Affairs [Naing Ngan Takar Yay Yar]," 01398305, 01382816, 01385696, 01387595","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Yankin,Moe Thauk Pann," 0930367562, 0930081018","15, Moe Kaung Rd., Ward (15),",Media
Yangon Region,Pazundaung,Modern," 01296760, 019010112, 01399921","112, 52nd St., Upper Middle Block,",Media
Yangon Region,Pabedan,Moe Thauk Pann/Tayza," 0930081005, 0932498724","181, 32nd St., Upper Block,",Media
Yangon Region,Kyauktada,Kids Zone," 01391169, 01709032","286, 40th St., Upper Block,",Media
Yangon Region,Thingangyun,Metro Myanmar," 09262075858, 09262075959","170/A,Ngu Wah St.,Ward (30)",Media
Yangon Region,Kyauktada,Manaw Maya," 01245360, 01379528","147, 37th St., Upper Middle Block,",Media
Yangon Region,Kyauktada,Long Life Health [Ever Win Int'l Ltd.]," 01382816, 01385696, 01387595, 01391478, 01391564, 01398305","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Pazundaung,Kumudra," 01296760, 0973035231, 0973035012","113, 52nd St., Upper Middle Block,",Media
Yangon Region,Thingangyun,Metro Myanmar Journal," 09262075858, 09262075959","65, Rm 402, 4th Flr, Eiksarthara St., (Sa-Lone/Thu Mingalar) Ward,",Media
Yangon Region,Lanmadaw,Mobile Guide," 09420077700, 0973187954","93, 2nd Flr, 11th St., Upper Block,",Media
Yangon Region,Mingalar Taung Nyunt,Myanmar Post Journal," 09776077563, 09454447254","672, Upper Pazundaung Rd., Ka Toh Seik Ward,",Media
Yangon Region,Tarmwe,Myanmar Media Group," 01558387, 018603819, 09420103794","31/B, 2nd Flr, 167th St., Tarmway Gyee (Kha) Ward,",Media
Yangon Region,Kyauktada,Myanmar News Week," 01382816, 01385696, 01387595, 01398305","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Kamayut,Myit Makha News Agency," 01501058, 0973076576","Bldg 17, Rm 78/80, Hledan Rd., Pyi Yeik Mon Housing,",Media
Yangon Region,Kyauktada,"Manaw Maya, Hmu Khin Thatin [Pyone Pann Tayar Media]"," 01245360, 01252538","156, 37th St., Upper Middle Block,",Media
Yangon Region,South Okkalapa ,Myanmar Business Today," 018500763, 098500086","1A/3, Myin Thar 11th St., Mya Thidar Housing, Ward (14/1),",Media
Yangon Region,Sanchaung,"Myanmar Insider [IMA Co.,Ltd.]",,"15/B,1st Flr,Dhama Zedi Rd.,Yuzana Centre,Myae Ni Gone (South) Ward",Media
Yangon Region,Pabedan,Myanmar Insider," 01376901, 01221615, 0943181636","375, 6th Flr, Bogyoke Aung San Rd.,",Media
Yangon Region,Pazundaung,"Myanma Age Media Co.,Ltd.",,"17,3rd Flr,U Waik Zar St.",Media
Yangon Region,Pazundaung,My Music Journal,,"220/222,6th Flr,Botahtaung Pagoda St.,Upper Middle Block",Media
Yangon Region,Mingalar Taung Nyunt,My Yangon," 09795142905, 019000712","Bldg C, 7th Flr, Shwe Pyae Sone Market,",Media
Yangon Region,Hlaing,Palotoke," 01507391, 01507392, 01507385, 01507393, 0973109813","H, Kan St., Kan Yeik Mon Condo,",Media
Yangon Region,Pazundaung,Oriental News,,"Rm D,8th Flr,49th St.,Bo Myat Tun Housing",Media
Yangon Region,Bahan,"Pann Tha Tinn, Yangon Time, Items, Flower News [Yangon Media Group Ltd.]", 018603901~4,"35/B/15, 2nd Flr, New University Avenue Rd., Saya San Ward,",Media
Yangon Region,South Okkalapa ,Northern Star," 01577472, 01578226","118/A, Zabu Thapyay St., Ward (14/3),",Media
Yangon Region,Tarmwe,Newday News," 095105095, 01542973","9, 1st Flr, 164th St., Tarmway Gyee (Kha) Ward,",Media
Yangon Region,Kyauktada,National Time," 01398305, 01382816","198, 4th Flr, Pansoedan St.,",Media
Yangon Region,Lanmadaw,Net Guide," 01224711, 0973032726","96, 2nd Flr, 11th St.,",Media
Yangon Region,Sanchaung,Olympic," 01526771, 01534701","255, 6th Flr, Bargayar Rd., Myae Ni Gone (South) Ward,",Media
Yangon Region,Botahtaung,"Royal Golden Smile Development Co.,Ltd."," 01707183, 01710102, 01380169","99/A, 42nd St., Lower Middle Block,",Media
Yangon Region,Sanchaung,"Putet [Aung Chit Khin & Co Services Co.,Ltd.]", 09450056130,"8, G Flr, Bargayar Rd., Pan Chan Tower, Myae Ni Gone (South) Ward,",Media
Yangon Region,Kyauktada,Pyi Thu Ayay," 01381198, 09421071347, 09421071348","182/202, Rm 6, 2nd Flr, 34th St., Upper Block,",Media
Yangon Region,Lanmadaw,Number One," 01218449, 01222313","94, 2nd Flr, 11th St., Upper Block,",Media
Yangon Region,Pazundaung,Play Marker [7HR Business Group]," 01298965, 09777911406, 0973121754","194/196, 2nd Flr, Maha Bandoola Rd.,",Media
Yangon Region,Kyauktada,"Popular, Popular News [Asia Fame Media Group]"," 01249165, 01373931, 01372833, 01385495","150/160, 35th St., Upper Middle Block,",Media
Yangon Region,Tarmwe,Phoe Htaung [U]," 0943065120, 0973118541","15, Kyauk Yae Twin St., Kyauk Myaung Gyi Ward,",Media
Yangon Region,Kyauktada,Phoo Pwint Wai," 09448007710, 09262688394","249, G Flr, 40th St., Upper Block,",Media
Yangon Region,Kyauktada,News Watch Journal," 01388763, 0973055724","199, 1st Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Kyauktada,Putet," 01374971, 09450056130","222, Maha Bandoola Garden St., Upper Block,",Media
Yangon Region,Kyauktada,Revenue, 01374130,"210/B, G Flr, 36th St., Upper Block,",Media
Yangon Region,Botahtaung,"Phone Yaung Ganbiya Journal, Yaung Pyan Magazine", 095067877,"27, 52nd St., Lower Middle Block,",Media
Yangon Region,Lanmadaw,Special One Sport Journal," 01218449, 01222313","94, 2nd Flr, 11th St., Upper Block,",Media
Yangon Region,Botahtaung,Shwe Set Dagan, 01256963,"116, 42nd St., Upper Block,",Media
Yangon Region,Sanchaung,"Shwe Myanmar, Shwe Ayar"," 01500874, 01500711, 01502212","26, 3rd Flr, Yadanar St., Myae Ni Gone (South) Ward,",Media
Yangon Region,Lanmadaw,Sport Centre," 01222313, 0949311368","99, 11th St., Upper Block,",Media
Yangon Region,Insein,Silver Sea [Ngwe Pin Lal][Media Express]," 0943125185, 0973059422, 09440097434","892, 4th Flr, Bayint Naung Rd., Myo Thit (Ka/Kha) Ward,",Media
Yangon Region,Yankin,Shwe Pyi Tan," 01559856, 095409235","2, New Sipin St, Myanmar Naing Ngan Bank Associate, Ward (5),",Media
Yangon Region,Pazundaung,"Snap Shot, Monitor, First Line Up"," 0973204192, 0973203273","220/222, 5th Flr, Botahtaung Pagoda St., Upper Middle Block,",Media
Yangon Region,South Okkalapa ,Shin," 0973082002, 0973193301","220, Parami Rd., Ward (5),",Media
Yangon Region,Botahtaung,"Royal Village Co.,Ltd."," 01256630, 09254448090, 0973050840, 09799856424","98, 1st Flr, Bogalay Zay St., Lower Middle Block,",Media
Yangon Region,Mingalar Taung Nyunt,Shu Htaunt Media Group," 01397164, 019000017","96, 2nd Flr, Maha Thukha St., Kyi Taw Ward,",Media
Yangon Region,South Okkalapa ,Thamaga," 0973005892, 0973082002","220, Parami Rd., Ward (5),",Media
Yangon Region,Tarmwe,Tet Lann [The Head Way]," 01401312, 095183414","37, 1st Flr, 165th St., Tarmway Gyee (Kha) Ward,",Media
Yangon Region,Pabedan,The Beautifier New, 01375973,"90, 32nd St., Lower Middle Block,",Media
Yangon Region,Yankin,Ta Taing Hmwe," 095002462, 0973244738","4/A, Ah Wai Yar St., Ward (15),",Media
Yangon Region,Botahtaung,Taw Win Pan," 01397085, 095072357","205/211, Rm 27, 1st Flr, 50th St., Lower Middle Block,",Media
Yangon Region,Tarmwe,Sunday Journal," 01205879, 0973102623","Rm 502, 5th Flr, Kyaikkasan Rd., Kan Taw Gyi Tower,",Media
Yangon Region,Tarmwe,The Chancellor," 09250288228, 09256353235, 01546035","430,Banyar Dala Rd.,Byine Kwet Thit Ward",Media
Yangon Region,Lanmadaw,Super Sport Journal," 01218449, 01222313","94, 2nd Flr, 11th St., Upper Block,",Media
Yangon Region,Bahan,Sport Light," 01554474, 01548042","90/C, Kaba Aye Pagoda Rd., Saya San Ward,",Media
Yangon Region,Sanchaung,Sport Times, 0973184023,"39, Baho Rd., Than Tadar Ward,",Media
Yangon Region,Botahtaung,The Myanmar Hearld,,"6/8/B,Botahtaung Lane (3)",Media
Yangon Region,Thingangyun,The Messenger [The Messenger Media Group], 09797007917,"386, Ingyin Myaing 4th St., Corner of Ingyin Myaing 5th St.,Thuwana/23 (Su Paung) Ward,",Media
Yangon Region,Pazundaung,The Morning Post,,"162, 50th St., Upper Block,",Media
Yangon Region,Hlaing,The Ladies," 01521125, 01652258","Bldg 5, Rm 4, MICT Park,",Media
Yangon Region,Botahtaung,"The Farmer [The Farmer Media Co.,Ltd.]"," 01299616, 09420070502~6","58,1st Flr,46th St.,Lower Middle Block",Media
Yangon Region,Sanchaung,The Hot News, 01518437,"Bldg C, Rm 702, 7th Flr, Dagon Centre I,",Media
Yangon Region,Pazundaung,The Iron Rose," 095150809, 09420044077, 09254199762","208, 1st Flr, Botahtaung Zay St., Upper Middle Block,",Media
Yangon Region,Sanchaung,The Leader," 012304481, 012304482, 01538302","8, Rm 205, 2nd Flr, Bargayar Rd., Pan Chan Tower, Myae Ni Gone (South) Ward,",Media
Yangon Region,Pabedan,The Love," 01253746, 09421056167, 095051162","296,Bo Soon Pat St.,Upper Block",Media
Yangon Region,Kyauktada,The First Music News," 01378090, 095400339","205, Rm 5/B, 5th Flr, 37th St.,",Media
Yangon Region,Latha,The Sun Rays," 09254012722, 09448007507, 09796872418, 09256017920","Rm 09/03, 9th Flr, Lanmadaw Plaza,",Media
Yangon Region,Tarmwe,The Success," 09421092247, 095155434","309, 1st Flr, Banyar Dala Rd., Ah Yoe Gone Ward,",Media
Yangon Region,Botahtaung,The Public Image Journal," 01398582, 01398583","10/12, 1st Flr, 43rd St., Lower Block,",Media
Yangon Region,Yankin,The Street View," 01558084, 01558083","Bldg 6/1, Rm 02/01, Yan Aung 3rd St., Ward (2),",Media
Yangon Region,Kyauktada,The People Age," 01377146, 09798418524","177, 2nd Flr, 36th St., Upper Middle Block,",Media
Yangon Region,Botahtaung,The Ray of Light, 019010501,"17,Rm 401,3rd Flr,52nd St.,Lower Block",Media
Yangon Region,Kyauktada,"The Myanmar Times, The Crime [Myanmar Consolidated Media Ltd.]"," 01253642, 01392928, 01392808","379/383, Bo Aung Kyaw St., Upper Block,",Media
Yangon Region,Dawbon,The Myanmar Hearld," 019190547, 095506990, 09788887825, 09788887826","21, 3rd Flr, Bo Tayza St., Bo Htun Zan Ward,",Media
Yangon Region,Kyeemyin Daing,The Myanmar Review," 09401534453, 09451361226","498, 1st Flr, Kyee Myin Daing Kannar Rd., Infront Of Thiri Mingalar Old Market, Thida Ward,",Media
Yangon Region,Tarmwe,"Weekly Eleven News, First Eleven Sports Journal, Premier Eleven Sports Journal [Eleven Media Group Co.,Ltd.]"," 01400528, 01400524, 018603934, 018603935, 01401411","22, South Race Course Rd., Tarmway Gyee (Kha) Ward,",Media
Yangon Region,Kyauktada,TV Guide," 01256726, 01204013, 01204107, 095062072, 095009556","Rm 1402/1403, 14th Flr, Olympic Tower,",Media
Yangon Region,Botahtaung,The Opportunity Journal," 019010493, 095142331, 09264545458, 09264545457","21/23, Rm 304, 2nd Flr, 52nd St., Lower Middle Block,",Media
Yangon Region,Pazundaung,United Media Group,,"138,49th St.,Upper Block",Media
Yangon Region,Botahtaung,True News Journal,,"23,Botahtaung Lane (1)",Media
Yangon Region,Pazundaung,The Trade Times," 01293226, 019010336~39","186, Rm 901, 8th Flr, Maha Bandoola Rd., Nawarat Centre,",Media
Yangon Region,Yankin,Thuriya Ah Lin," 0973089451, 09797002580","32/D, Phoe Yarzar St., Ward (14),",Media
Yangon Region,Botahtaung,True News Journal [Cyber Tech Media],,"12,Botahtaung Lane (3)",Media
Yangon Region,Bahan,The Trade Times,,"22/A,2nd Flr,Kaba Aye Pagoda Rd.,Koh Minn Koh Chin Ward",Media
Yangon Region,Pabedan,"The Voice [Living Color Media Co.,Ltd.]"," 01389206, 01389207, 01242424, 095176835","458/460, Rm E, 4th Flr, Maha Bandoola Rd., Yathar Condo,",Media
Yangon Region,Tarmwe,Tomorrow News Journal, 018604004,"40, 3rd Flr, East Race Course Rd., Tarmway Gyee (Kha) Ward,",Media
Yangon Region,South Okkalapa ,Zaw Kalay," 095118162, 0973047313","1084/A,Kone Baung 11th St.,Ward (6)",Media
Yangon Region,Kyauktada,Yaung Chi Moe," 01398305, 01385696, 01387595","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Dagon,"Yangon Job [Staff Bridge Myanmar Co.,Ltd.]"," 09450044406, 09450044405","Rm 4/B, 4th Flr, Thamada Condo,",Media
Yangon Region,Kyauktada,"Yangon Press Japanese Version, Yangon Press Bamar Version", 09420772439,"277, Bogyoke Aung San Rd., Asia Plaza Hotel,",Media
Yangon Region,Kyauktada,World Football," 01382816, 01385696, 01387595, 01391478, 01398305","198, 4th Flr, Pansoedan St., Middle Block,",Media
Yangon Region,Sanchaung,"World Champion,The Goal Sports [Journal Goal Media]",,"267,Rm 201,2nd Flr,Pyay Rd.,Near Myaynigone Bus Stop,Kyun Taw (South) Ward",Media
Yangon Region,Hlaing,Shwe Padauk Fish Markets, 09770659385,Shwe Padauk Fish Market,Food
Yangon Region,Kyeemyin Daing,Myanmar Fisheries Int'l JV Ltd. [MFIJV  Ltd.]," 01502141, 0943176176","Rm 305, 3rd Flr, Kan Thar Yar Plaza,",Food
Yangon Region,Kyeemyin Daing,"Ei Phyo Yandanar Mfg Co.,Ltd."," 095009215, 0973147077","11, Htee Dan 2nd St., Htee Dan Ward,",Food
Yangon Region,Kyeemyin Daing,Central San Pya Fish Market, 09421133525,"Kyee Myin Daing Kannar Rd.,Ma Gyee Dan (North-West) Ward",Food
Yangon Region,Hlaing Thar Yar,Arr Wu [Ko] + Nan Kham Haw [Ma]," 095003500, 0973024599","382, Ta Pin Shwe Htee St., Ward (1),",Agriculture
Yangon Region,Pazundaung,"Annawah Aung Ice & Fishery Co.,Ltd."," 01203161, 01203160, 095118437, 0973060641, 0973127222",Thida Saint St.,Agriculture
Yangon Region,Pazundaung,Anawah Fisheries Holdings Ltd.," 01298036, 01292062, 01298037, 01298034","Annawah St., Ward (5),",Agriculture
Yangon Region,Kyeemyin Daing,Soe Hlaing [Ko]," 09450068168, 0943065528","26, Nat Sin St., Ma Gyee Dan (North-West) Ward,",Agriculture
Yangon Region,Kyeemyin Daing,Sane Wah [Ma]," 095024671, 095188390","Htar Nar St., Ma Gyee Dan (North-East) Ward,",Agriculture
Yangon Region,Hlaing,"Shwe Zin Yaw Hein Mfg Co.,Ltd."," 01682187, 01703611","Hlaing River St.,Near Butar Yone St. Bus Stop,Ward (3)",Agriculture
Yangon Region,Mayangone,Selection J," 095039744, 09798790761","80, Rm 9, Yangon-Insein Rd., No(3) Mining Office Compound, Ward (3),",Agriculture
Yangon Region,Insein,Shwe Pyi Thar," 095116220, 09965116220","126, Hlaing River Rd., Kannar (Mid) Ward,",Agriculture
Yangon Region,Kyeemyin Daing,"San Pya Shwe Ngar Co.,Ltd."," 098616906, 095054722, 095149001","Rm 4, Sagawah Pin St., No.(4) Bridge, Ma Gyee Dan (North-West) Ward,",Agriculture
Yangon Region,Mingalardon,Pwint Thit Kaung," 09250260643, 095177923","Rm 3, Yangon-Bago Rd., Ywar Ma Ward,",Agriculture
Yangon Region,Kyeemyin Daing,Myint Swe [U]," 095108752, 0949334930, 09421056293","18, Nat Sin St., Ma Gyee Dan (North-West) Ward,",Agriculture
Yangon Region,Kyeemyin Daing,"Myanmar Mann Group Trading Co.,Ltd."," 019317216, 019317417","6, Kyee Myin Daing Kannar Rd., Ma Gyee Dan (North-West) Ward,",Agriculture
Yangon Region,Kyeemyin Daing,"Ngwe Zar Pale Co.,Ltd."," 01524036, 01523269~70, 095010162","422,1st Flr,Kyee Myin Daing Kannar Rd.,Sin Ma Like Bus Stop,Thayet Taw (South) Ward",Agriculture
Yangon Region,Pazundaung,"Thalarwaddy Co.,Ltd."," 01299381, 0931039243",Thida Saint St.,Agriculture
Yangon Region,Pazundaung,"Tet Htet Paing Co.,Ltd."," 018610714, 018610715","373, Lower Pazundaung Rd.,",Agriculture
Yangon Region,Hlaing Thar Yar,"Tun Lin Kyi Co.,Ltd.",,"64,Mya Taung Wun Gyi U Hmo St.,Industrial Zone (3)",Agriculture
Yangon Region,Insein,"Two Rivers Co.,Ltd."," 01683422, 0973015177, 095228198, 0949295386","356, Bay Kyin St., Myanma Fishery Enterprise Vehicles Compound, Gyoh Gone (West) Ward,",Agriculture
Yangon Region,Dawbon,Anawa Devi Fishing & General Trading Co-op Ltd.," 01544543, 01544546","136/A, Myo Patt St., Thin Baw Kyin Ward,",Service
Yangon Region,Insein,"Myanmar Pyi Thar Hae [KN Fisheries Enterprise & Ko Tangar Co.,Ltd.]"," 01642284, 01647137, 09420060467, 09421169334","7, San Set St., Ywar Ma (West) Ward,",Service
Yangon Region,Pazundaung,"Bonny Garden Trading Co.,Ltd."," 01292449, 095137940, 01293143, 01291664","12/E, 1st Flr, 55th St., Upper Middle Block,",Food
Yangon Region,Latha,Aung Myo Lin," 09421004412, 0931345066","D Shed, Rm A/131, Underground, Thein Gyi Market,",Food
Yangon Region,Latha,"Top Brother Co.,Ltd."," 01240600 Ext.4712, 095036843, 0973250269, 09253555539","D Shed, Rm E/484, Underground, Thein Gyi Market,",Food
Yangon Region,Pabedan,"Shwe Myint Win Co.,Ltd."," 098632562, 01384071 [Res], 095116964, 01240600 Ext.4114, 01370622 Ext.348, 0973200715, 0973204948","A Shed, Rm 304/305, Thein Gyi Market,",Food
Yangon Region,Latha,Black Pearl [Pearl Net]," 09422205858, 01240600 Ext.4653, 098624731","D Shed, Rm A/65, Underground, Thein Gyi Market,",Food
